Log of Mask Areas for Each Frame
--------------------------------------------------
Frame 0, Class: erc_90, Conf: 0.98, Mask Area: 46240 pixels^2
Frame 886, Class: erc_90, Conf: 0.87, Mask Area: 6560 pixels^2
Frame 887, Class: erc_90, Conf: 0.38, Mask Area: 8659 pixels^2
Frame 888, Class: erc_90, Conf: 0.83, Mask Area: 11094 pixels^2
Frame 890, Class: erc_90, Conf: 0.74, Mask Area: 15906 pixels^2
Frame 891, Class: erc_90, Conf: 0.62, Mask Area: 19098 pixels^2
Frame 892, Class: erc_50, Conf: 0.40, Mask Area: 21995 pixels^2
Frame 893, Class: erc_50, Conf: 0.50, Mask Area: 25123 pixels^2
Frame 894, Class: erc_50, Conf: 0.90, Mask Area: 28987 pixels^2
Frame 895, Class: erc_50, Conf: 0.92, Mask Area: 31930 pixels^2
Frame 896, Class: erc_50, Conf: 0.92, Mask Area: 34392 pixels^2
Frame 897, Class: erc_50, Conf: 0.93, Mask Area: 35400 pixels^2
Frame 898, Class: erc_50, Conf: 0.89, Mask Area: 37355 pixels^2
Frame 899, Class: erc_50, Conf: 0.97, Mask Area: 38062 pixels^2
Frame 900, Class: erc_50, Conf: 0.97, Mask Area: 38311 pixels^2
Frame 901, Class: erc_50, Conf: 0.96, Mask Area: 37790 pixels^2
Frame 902, Class: erc_50, Conf: 0.98, Mask Area: 38383 pixels^2
Frame 903, Class: erc_50, Conf: 0.98, Mask Area: 37753 pixels^2
Frame 904, Class: erc_50, Conf: 0.98, Mask Area: 38201 pixels^2
Frame 905, Class: erc_50, Conf: 0.97, Mask Area: 38821 pixels^2
Frame 906, Class: erc_50, Conf: 0.98, Mask Area: 39590 pixels^2
Frame 907, Class: erc_50, Conf: 0.97, Mask Area: 39466 pixels^2
Frame 908, Class: erc_50, Conf: 0.98, Mask Area: 38889 pixels^2
Frame 909, Class: erc_50, Conf: 0.98, Mask Area: 39000 pixels^2
Frame 910, Class: erc_50, Conf: 0.89, Mask Area: 38996 pixels^2
Frame 911, Class: erc_50, Conf: 0.94, Mask Area: 38230 pixels^2
Frame 912, Class: erc_50, Conf: 0.48, Mask Area: 39516 pixels^2
Frame 913, Class: erc_50, Conf: 0.78, Mask Area: 38238 pixels^2
Frame 914, Class: erc_50, Conf: 0.41, Mask Area: 37754 pixels^2
Frame 914, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.39, Mask Area: 37766 pixels^2
Frame 915, Class: erc_50, Conf: 0.72, Mask Area: 38282 pixels^2
Frame 915, Class: erc_90, Conf: 0.28, Mask Area: 38283 pixels^2
Frame 916, Class: erc_90, Conf: 0.54, Mask Area: 38683 pixels^2
Frame 916, Class: erc_50, Conf: 0.49, Mask Area: 38921 pixels^2
Frame 917, Class: erc_90, Conf: 0.68, Mask Area: 37749 pixels^2
Frame 918, Class: erc_90, Conf: 0.78, Mask Area: 34613 pixels^2
Frame 919, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.41, Mask Area: 34019 pixels^2
Frame 919, Class: erc_90, Conf: 0.41, Mask Area: 33589 pixels^2
Frame 920, Class: erc_90, Conf: 0.67, Mask Area: 31303 pixels^2
Frame 921, Class: erc_90, Conf: 0.53, Mask Area: 29375 pixels^2
Frame 921, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.52, Mask Area: 29361 pixels^2
Frame 922, Class: erc_50, Conf: 0.38, Mask Area: 26922 pixels^2
Frame 923, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.51, Mask Area: 26468 pixels^2
Frame 924, Class: erc_90, Conf: 0.88, Mask Area: 23579 pixels^2
Frame 924, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.25, Mask Area: 23446 pixels^2
Frame 925, Class: erc_50, Conf: 0.42, Mask Area: 21719 pixels^2
Frame 926, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.25, Mask Area: 19725 pixels^2
Frame 927, Class: erc_90, Conf: 0.73, Mask Area: 18130 pixels^2
Frame 928, Class: erc_90, Conf: 0.59, Mask Area: 15866 pixels^2
Frame 929, Class: erc_90, Conf: 0.50, Mask Area: 14268 pixels^2
Frame 930, Class: erc_90, Conf: 0.70, Mask Area: 13398 pixels^2
Frame 931, Class: erc_90, Conf: 0.36, Mask Area: 10772 pixels^2
Frame 932, Class: erc_90, Conf: 0.35, Mask Area: 9097 pixels^2
Frame 933, Class: erc_90, Conf: 0.48, Mask Area: 7551 pixels^2
Frame 934, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.37, Mask Area: 6240 pixels^2
Frame 935, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.71, Mask Area: 5111 pixels^2
Frame 936, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.65, Mask Area: 4350 pixels^2
Frame 1048, Class: erc_75, Conf: 0.49, Mask Area: 3685 pixels^2
Frame 1051, Class: erc_75, Conf: 0.74, Mask Area: 9403 pixels^2
Frame 1054, Class: erc_75, Conf: 0.50, Mask Area: 15604 pixels^2
Frame 1055, Class: erc_75, Conf: 0.56, Mask Area: 17750 pixels^2
Frame 1056, Class: erc_75, Conf: 0.94, Mask Area: 20350 pixels^2
Frame 1057, Class: erc_75, Conf: 0.80, Mask Area: 23750 pixels^2
Frame 1058, Class: erc_75, Conf: 0.95, Mask Area: 26300 pixels^2
Frame 1059, Class: erc_75, Conf: 0.93, Mask Area: 28165 pixels^2
Frame 1060, Class: erc_75, Conf: 0.86, Mask Area: 30487 pixels^2
Frame 1061, Class: erc_75, Conf: 0.92, Mask Area: 32756 pixels^2
Frame 1062, Class: erc_75, Conf: 0.93, Mask Area: 35089 pixels^2
Frame 1062, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.34, Mask Area: 18001 pixels^2
Frame 1063, Class: erc_75, Conf: 0.96, Mask Area: 37647 pixels^2
Frame 1064, Class: erc_75, Conf: 0.98, Mask Area: 38270 pixels^2
Frame 1065, Class: erc_75, Conf: 0.98, Mask Area: 40291 pixels^2
Frame 1066, Class: erc_75, Conf: 0.98, Mask Area: 41823 pixels^2
Frame 1067, Class: erc_75, Conf: 0.98, Mask Area: 42159 pixels^2
Frame 1068, Class: erc_75, Conf: 0.97, Mask Area: 43800 pixels^2
Frame 1069, Class: erc_75, Conf: 0.97, Mask Area: 43664 pixels^2
Frame 1070, Class: erc_75, Conf: 0.98, Mask Area: 43437 pixels^2
Frame 1071, Class: erc_75, Conf: 0.98, Mask Area: 41837 pixels^2
Frame 1072, Class: erc_75, Conf: 0.98, Mask Area: 41560 pixels^2
Frame 1073, Class: erc_75, Conf: 0.98, Mask Area: 42145 pixels^2
Frame 1074, Class: erc_75, Conf: 0.98, Mask Area: 42380 pixels^2
Frame 1075, Class: erc_75, Conf: 0.97, Mask Area: 42174 pixels^2
Frame 1076, Class: erc_75, Conf: 0.99, Mask Area: 42786 pixels^2
Frame 1077, Class: erc_75, Conf: 0.99, Mask Area: 43762 pixels^2
Frame 1078, Class: erc_75, Conf: 0.98, Mask Area: 43211 pixels^2
Frame 1079, Class: erc_75, Conf: 0.99, Mask Area: 42834 pixels^2
Frame 1080, Class: erc_75, Conf: 0.99, Mask Area: 42059 pixels^2
Frame 1081, Class: erc_75, Conf: 0.99, Mask Area: 41315 pixels^2
Frame 1082, Class: erc_75, Conf: 0.97, Mask Area: 41935 pixels^2
Frame 1083, Class: erc_75, Conf: 0.99, Mask Area: 42684 pixels^2
Frame 1084, Class: erc_75, Conf: 0.99, Mask Area: 41830 pixels^2
Frame 1085, Class: erc_75, Conf: 0.98, Mask Area: 42784 pixels^2
Frame 1086, Class: erc_75, Conf: 0.98, Mask Area: 43112 pixels^2
Frame 1087, Class: erc_75, Conf: 0.98, Mask Area: 42323 pixels^2
Frame 1088, Class: erc_75, Conf: 0.98, Mask Area: 40981 pixels^2
Frame 1089, Class: erc_75, Conf: 0.98, Mask Area: 39678 pixels^2
Frame 1090, Class: erc_75, Conf: 0.99, Mask Area: 38740 pixels^2
Frame 1091, Class: erc_75, Conf: 0.94, Mask Area: 37902 pixels^2
Frame 1092, Class: erc_75, Conf: 0.99, Mask Area: 36732 pixels^2
Frame 1093, Class: erc_75, Conf: 0.98, Mask Area: 35815 pixels^2
Frame 1094, Class: erc_75, Conf: 0.99, Mask Area: 34435 pixels^2
Frame 1095, Class: erc_75, Conf: 0.99, Mask Area: 33520 pixels^2
Frame 1096, Class: erc_75, Conf: 0.97, Mask Area: 32234 pixels^2
Frame 1097, Class: erc_75, Conf: 0.97, Mask Area: 30998 pixels^2
Frame 1098, Class: erc_75, Conf: 0.97, Mask Area: 29880 pixels^2
Frame 1099, Class: erc_75, Conf: 0.98, Mask Area: 28536 pixels^2
Frame 1100, Class: erc_75, Conf: 0.98, Mask Area: 26129 pixels^2
Frame 1101, Class: erc_75, Conf: 0.97, Mask Area: 25283 pixels^2
Frame 1102, Class: erc_75, Conf: 0.98, Mask Area: 23481 pixels^2
Frame 1103, Class: erc_75, Conf: 0.95, Mask Area: 21494 pixels^2
Frame 1104, Class: erc_75, Conf: 0.90, Mask Area: 20157 pixels^2
Frame 1105, Class: erc_75, Conf: 0.76, Mask Area: 18927 pixels^2
Frame 1106, Class: erc_75, Conf: 0.88, Mask Area: 17220 pixels^2
Frame 1107, Class: erc_75, Conf: 0.68, Mask Area: 15187 pixels^2
Frame 1109, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.31, Mask Area: 11504 pixels^2
Frame 1110, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.36, Mask Area: 9843 pixels^2
Frame 1111, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.40, Mask Area: 7921 pixels^2
Frame 1112, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.37, Mask Area: 7144 pixels^2
Frame 1112, Class: erc_90, Conf: 0.33, Mask Area: 7154 pixels^2
Frame 1113, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.73, Mask Area: 5364 pixels^2
Frame 1114, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.72, Mask Area: 4486 pixels^2
Frame 1115, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.50, Mask Area: 2625 pixels^2
Frame 1122, Class: erc_90, Conf: 0.27, Mask Area: 2072 pixels^2
Frame 1124, Class: erc_90, Conf: 0.28, Mask Area: 2315 pixels^2
Frame 1126, Class: erc_90, Conf: 0.30, Mask Area: 2548 pixels^2
Frame 1131, Class: erc_90, Conf: 0.39, Mask Area: 4496 pixels^2
Frame 1173, Class: erc_90, Conf: 0.34, Mask Area: 13013 pixels^2
Frame 1190, Class: erc_90, Conf: 0.37, Mask Area: 18284 pixels^2
Frame 1192, Class: erc_90, Conf: 0.48, Mask Area: 18185 pixels^2
Frame 1194, Class: erc_90, Conf: 0.26, Mask Area: 15181 pixels^2
Frame 1195, Class: erc_90, Conf: 0.50, Mask Area: 12510 pixels^2
Frame 1196, Class: erc_90, Conf: 0.62, Mask Area: 14778 pixels^2
Frame 1197, Class: erc_90, Conf: 0.77, Mask Area: 15852 pixels^2
Frame 1198, Class: erc_90, Conf: 0.76, Mask Area: 15942 pixels^2
Frame 1199, Class: erc_90, Conf: 0.71, Mask Area: 16235 pixels^2
Frame 1200, Class: erc_90, Conf: 0.82, Mask Area: 15336 pixels^2
Frame 1201, Class: erc_90, Conf: 0.65, Mask Area: 11933 pixels^2
Frame 1202, Class: erc_90, Conf: 0.79, Mask Area: 11512 pixels^2
Frame 1203, Class: erc_90, Conf: 0.79, Mask Area: 12138 pixels^2
Frame 1204, Class: erc_90, Conf: 0.78, Mask Area: 13239 pixels^2
Frame 1205, Class: erc_90, Conf: 0.66, Mask Area: 12518 pixels^2
Frame 1205, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.29, Mask Area: 12984 pixels^2
Frame 1206, Class: erc_90, Conf: 0.81, Mask Area: 12655 pixels^2
Frame 1206, Class: erc_90, Conf: 0.28, Mask Area: 3141 pixels^2
Frame 1207, Class: erc_90, Conf: 0.50, Mask Area: 11407 pixels^2
Frame 1208, Class: erc_90, Conf: 0.33, Mask Area: 11478 pixels^2
Frame 1209, Class: erc_90, Conf: 0.80, Mask Area: 10158 pixels^2
Frame 1210, Class: erc_90, Conf: 0.52, Mask Area: 9714 pixels^2
Frame 1211, Class: erc_90, Conf: 0.49, Mask Area: 9448 pixels^2
Frame 1212, Class: erc_90, Conf: 0.44, Mask Area: 8169 pixels^2
Frame 1213, Class: erc_90, Conf: 0.48, Mask Area: 7448 pixels^2
Frame 1214, Class: erc_90, Conf: 0.27, Mask Area: 8190 pixels^2
Frame 1215, Class: erc_90, Conf: 0.75, Mask Area: 6600 pixels^2
Frame 1216, Class: erc_90, Conf: 0.55, Mask Area: 5868 pixels^2
Frame 1217, Class: erc_90, Conf: 0.95, Mask Area: 4979 pixels^2
Frame 1218, Class: erc_90, Conf: 0.95, Mask Area: 4651 pixels^2
Frame 1219, Class: erc_90, Conf: 0.91, Mask Area: 4343 pixels^2
Frame 1220, Class: erc_90, Conf: 0.68, Mask Area: 3462 pixels^2
Frame 1232, Class: erc_90, Conf: 0.25, Mask Area: 24262 pixels^2
Frame 1233, Class: erc_90, Conf: 0.25, Mask Area: 23513 pixels^2
Frame 1255, Class: erc_90, Conf: 0.33, Mask Area: 22131 pixels^2
Frame 1256, Class: erc_90, Conf: 0.27, Mask Area: 21790 pixels^2
Frame 1257, Class: erc_90, Conf: 0.34, Mask Area: 21472 pixels^2
Frame 1260, Class: erc_90, Conf: 0.30, Mask Area: 20497 pixels^2
Frame 1262, Class: erc_90, Conf: 0.43, Mask Area: 19712 pixels^2
Frame 1263, Class: erc_90, Conf: 0.56, Mask Area: 19604 pixels^2
Frame 1264, Class: erc_90, Conf: 0.59, Mask Area: 19385 pixels^2
Frame 1265, Class: erc_90, Conf: 0.74, Mask Area: 18951 pixels^2
Frame 1265, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.32, Mask Area: 1187 pixels^2
Frame 1266, Class: erc_90, Conf: 0.60, Mask Area: 18642 pixels^2
Frame 1266, Class: erc_90, Conf: 0.56, Mask Area: 2332 pixels^2
Frame 1267, Class: erc_90, Conf: 0.77, Mask Area: 18494 pixels^2
Frame 1267, Class: erc_90, Conf: 0.57, Mask Area: 3092 pixels^2
Frame 1267, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.33, Mask Area: 3063 pixels^2
Frame 1268, Class: erc_90, Conf: 0.63, Mask Area: 18231 pixels^2
Frame 1268, Class: erc_90, Conf: 0.40, Mask Area: 4020 pixels^2
Frame 1269, Class: erc_90, Conf: 0.44, Mask Area: 4700 pixels^2
Frame 1269, Class: erc_90, Conf: 0.41, Mask Area: 18051 pixels^2
Frame 1269, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.27, Mask Area: 4536 pixels^2
Frame 1270, Class: erc_90, Conf: 0.70, Mask Area: 5868 pixels^2
Frame 1271, Class: erc_90, Conf: 0.77, Mask Area: 6456 pixels^2
Frame 1271, Class: erc_90, Conf: 0.35, Mask Area: 17039 pixels^2
Frame 1272, Class: erc_90, Conf: 0.88, Mask Area: 7001 pixels^2
Frame 1272, Class: erc_90, Conf: 0.46, Mask Area: 16792 pixels^2
Frame 1273, Class: erc_90, Conf: 0.68, Mask Area: 7778 pixels^2
Frame 1273, Class: erc_90, Conf: 0.26, Mask Area: 16632 pixels^2
Frame 1274, Class: erc_90, Conf: 0.85, Mask Area: 8238 pixels^2
Frame 1274, Class: erc_90, Conf: 0.38, Mask Area: 14784 pixels^2
Frame 1275, Class: erc_90, Conf: 0.74, Mask Area: 9166 pixels^2
Frame 1275, Class: erc_90, Conf: 0.56, Mask Area: 16535 pixels^2
Frame 1276, Class: erc_90, Conf: 0.91, Mask Area: 9818 pixels^2
Frame 1276, Class: erc_90, Conf: 0.39, Mask Area: 15884 pixels^2
Frame 1277, Class: erc_90, Conf: 0.89, Mask Area: 10659 pixels^2
Frame 1277, Class: erc_90, Conf: 0.39, Mask Area: 15271 pixels^2
Frame 1278, Class: erc_90, Conf: 0.90, Mask Area: 11211 pixels^2
Frame 1279, Class: erc_75, Conf: 0.45, Mask Area: 15531 pixels^2
Frame 1279, Class: erc_90, Conf: 0.43, Mask Area: 12633 pixels^2
Frame 1280, Class: erc_90, Conf: 0.83, Mask Area: 13366 pixels^2
Frame 1280, Class: erc_90, Conf: 0.51, Mask Area: 14900 pixels^2
Frame 1281, Class: erc_90, Conf: 0.56, Mask Area: 15916 pixels^2
Frame 1282, Class: erc_90, Conf: 0.64, Mask Area: 16495 pixels^2
Frame 1283, Class: erc_90, Conf: 0.85, Mask Area: 17133 pixels^2
Frame 1283, Class: erc_75, Conf: 0.46, Mask Area: 14665 pixels^2
Frame 1284, Class: erc_90, Conf: 0.78, Mask Area: 14481 pixels^2
Frame 1284, Class: erc_90, Conf: 0.68, Mask Area: 18690 pixels^2
Frame 1285, Class: erc_90, Conf: 0.77, Mask Area: 18674 pixels^2
Frame 1285, Class: erc_90, Conf: 0.71, Mask Area: 14343 pixels^2
Frame 1286, Class: erc_90, Conf: 0.71, Mask Area: 20060 pixels^2
Frame 1286, Class: erc_90, Conf: 0.40, Mask Area: 13383 pixels^2
Frame 1287, Class: erc_90, Conf: 0.92, Mask Area: 21252 pixels^2
Frame 1288, Class: erc_90, Conf: 0.97, Mask Area: 22598 pixels^2
Frame 1289, Class: erc_90, Conf: 0.98, Mask Area: 24608 pixels^2
Frame 1290, Class: erc_90, Conf: 0.97, Mask Area: 25381 pixels^2
Frame 1291, Class: erc_90, Conf: 0.92, Mask Area: 27855 pixels^2
Frame 1292, Class: erc_90, Conf: 0.98, Mask Area: 28829 pixels^2
Frame 1293, Class: erc_90, Conf: 0.98, Mask Area: 30334 pixels^2
Frame 1293, Class: erc_90, Conf: 0.55, Mask Area: 12665 pixels^2
Frame 1294, Class: erc_90, Conf: 0.96, Mask Area: 32135 pixels^2
Frame 1294, Class: erc_90, Conf: 0.72, Mask Area: 12383 pixels^2
Frame 1295, Class: erc_90, Conf: 0.97, Mask Area: 33117 pixels^2
Frame 1295, Class: erc_90, Conf: 0.74, Mask Area: 12024 pixels^2
Frame 1296, Class: erc_90, Conf: 0.98, Mask Area: 34031 pixels^2
Frame 1296, Class: erc_90, Conf: 0.79, Mask Area: 12137 pixels^2
Frame 1297, Class: erc_90, Conf: 0.98, Mask Area: 35613 pixels^2
Frame 1297, Class: erc_90, Conf: 0.83, Mask Area: 11572 pixels^2
Frame 1298, Class: erc_90, Conf: 0.98, Mask Area: 36553 pixels^2
Frame 1298, Class: erc_90, Conf: 0.73, Mask Area: 11102 pixels^2
Frame 1299, Class: erc_90, Conf: 0.97, Mask Area: 38198 pixels^2
Frame 1299, Class: erc_90, Conf: 0.70, Mask Area: 10827 pixels^2
Frame 1300, Class: erc_90, Conf: 0.97, Mask Area: 39111 pixels^2
Frame 1300, Class: erc_90, Conf: 0.71, Mask Area: 10581 pixels^2
Frame 1301, Class: erc_90, Conf: 0.97, Mask Area: 39911 pixels^2
Frame 1301, Class: erc_90, Conf: 0.38, Mask Area: 10077 pixels^2
Frame 1301, Class: erc_75, Conf: 0.28, Mask Area: 10074 pixels^2
Frame 1302, Class: erc_90, Conf: 0.98, Mask Area: 41031 pixels^2
Frame 1302, Class: erc_90, Conf: 0.63, Mask Area: 9572 pixels^2
Frame 1303, Class: erc_90, Conf: 0.98, Mask Area: 41554 pixels^2
Frame 1303, Class: erc_90, Conf: 0.82, Mask Area: 9278 pixels^2
Frame 1304, Class: erc_90, Conf: 0.98, Mask Area: 43177 pixels^2
Frame 1304, Class: erc_90, Conf: 0.70, Mask Area: 8986 pixels^2
Frame 1305, Class: erc_90, Conf: 0.98, Mask Area: 43733 pixels^2
Frame 1305, Class: erc_90, Conf: 0.69, Mask Area: 8510 pixels^2
Frame 1306, Class: erc_90, Conf: 0.98, Mask Area: 44296 pixels^2
Frame 1306, Class: erc_90, Conf: 0.59, Mask Area: 8149 pixels^2
Frame 1307, Class: erc_90, Conf: 0.98, Mask Area: 44900 pixels^2
Frame 1307, Class: erc_90, Conf: 0.72, Mask Area: 7881 pixels^2
Frame 1308, Class: erc_90, Conf: 0.98, Mask Area: 45390 pixels^2
Frame 1308, Class: erc_90, Conf: 0.78, Mask Area: 7501 pixels^2
Frame 1309, Class: erc_90, Conf: 0.98, Mask Area: 45458 pixels^2
Frame 1309, Class: erc_90, Conf: 0.76, Mask Area: 7258 pixels^2
Frame 1310, Class: erc_90, Conf: 0.98, Mask Area: 45890 pixels^2
Frame 1310, Class: erc_90, Conf: 0.64, Mask Area: 6797 pixels^2
Frame 1311, Class: erc_90, Conf: 0.98, Mask Area: 45760 pixels^2
Frame 1311, Class: erc_90, Conf: 0.35, Mask Area: 6594 pixels^2
Frame 1312, Class: erc_90, Conf: 0.97, Mask Area: 46101 pixels^2
Frame 1312, Class: erc_90, Conf: 0.32, Mask Area: 6366 pixels^2
Frame 1313, Class: erc_90, Conf: 0.97, Mask Area: 46267 pixels^2
Frame 1314, Class: erc_90, Conf: 0.98, Mask Area: 45846 pixels^2
Frame 1315, Class: erc_90, Conf: 0.98, Mask Area: 45764 pixels^2
Frame 1316, Class: erc_90, Conf: 0.98, Mask Area: 45648 pixels^2
Frame 1317, Class: erc_90, Conf: 0.98, Mask Area: 45911 pixels^2
Frame 1317, Class: erc_90, Conf: 0.27, Mask Area: 4952 pixels^2
Frame 1318, Class: erc_90, Conf: 0.98, Mask Area: 46069 pixels^2
Frame 1318, Class: erc_90, Conf: 0.44, Mask Area: 4703 pixels^2
Frame 1319, Class: erc_90, Conf: 0.97, Mask Area: 46074 pixels^2
Frame 1320, Class: erc_90, Conf: 0.98, Mask Area: 46184 pixels^2
Frame 1320, Class: erc_90, Conf: 0.39, Mask Area: 4542 pixels^2
Frame 1321, Class: erc_90, Conf: 0.97, Mask Area: 46227 pixels^2
Frame 1321, Class: erc_90, Conf: 0.40, Mask Area: 4243 pixels^2
Frame 1322, Class: erc_90, Conf: 0.98, Mask Area: 46359 pixels^2
Frame 1323, Class: erc_90, Conf: 0.98, Mask Area: 46580 pixels^2
Frame 1324, Class: erc_90, Conf: 0.98, Mask Area: 46547 pixels^2
Frame 1325, Class: erc_90, Conf: 0.98, Mask Area: 46371 pixels^2
Frame 1326, Class: erc_90, Conf: 0.98, Mask Area: 46408 pixels^2
Frame 1327, Class: erc_90, Conf: 0.98, Mask Area: 46835 pixels^2
Frame 1328, Class: erc_90, Conf: 0.98, Mask Area: 46262 pixels^2
Frame 1329, Class: erc_90, Conf: 0.98, Mask Area: 46281 pixels^2
Frame 1330, Class: erc_90, Conf: 0.98, Mask Area: 46233 pixels^2
Frame 1331, Class: erc_90, Conf: 0.98, Mask Area: 46442 pixels^2
Frame 1332, Class: erc_90, Conf: 0.98, Mask Area: 46384 pixels^2
Frame 1333, Class: erc_90, Conf: 0.98, Mask Area: 46209 pixels^2
Frame 1334, Class: erc_90, Conf: 0.98, Mask Area: 46112 pixels^2
Frame 1335, Class: erc_90, Conf: 0.98, Mask Area: 46605 pixels^2
Frame 1336, Class: erc_90, Conf: 0.98, Mask Area: 46299 pixels^2
Frame 1337, Class: erc_90, Conf: 0.98, Mask Area: 46165 pixels^2
Frame 1338, Class: erc_90, Conf: 0.98, Mask Area: 46238 pixels^2
Frame 1339, Class: erc_90, Conf: 0.98, Mask Area: 46017 pixels^2
Frame 1340, Class: erc_90, Conf: 0.98, Mask Area: 46151 pixels^2
Frame 1341, Class: erc_90, Conf: 0.98, Mask Area: 46102 pixels^2
Frame 1342, Class: erc_90, Conf: 0.98, Mask Area: 46207 pixels^2
Frame 1343, Class: erc_90, Conf: 0.98, Mask Area: 46231 pixels^2
Frame 1344, Class: erc_90, Conf: 0.98, Mask Area: 46201 pixels^2
Frame 1345, Class: erc_90, Conf: 0.98, Mask Area: 46055 pixels^2
Frame 1346, Class: erc_90, Conf: 0.98, Mask Area: 46227 pixels^2
Frame 1347, Class: erc_90, Conf: 0.99, Mask Area: 45966 pixels^2
Frame 1348, Class: erc_90, Conf: 0.99, Mask Area: 46142 pixels^2
Frame 1349, Class: erc_90, Conf: 0.98, Mask Area: 46169 pixels^2
Frame 1350, Class: erc_90, Conf: 0.98, Mask Area: 46196 pixels^2
Frame 1351, Class: erc_90, Conf: 0.98, Mask Area: 46132 pixels^2
Frame 1352, Class: erc_90, Conf: 0.98, Mask Area: 46250 pixels^2
Frame 1353, Class: erc_90, Conf: 0.98, Mask Area: 46221 pixels^2
Frame 1354, Class: erc_90, Conf: 0.98, Mask Area: 46201 pixels^2
Frame 1355, Class: erc_90, Conf: 0.98, Mask Area: 45997 pixels^2
Frame 1356, Class: erc_90, Conf: 0.98, Mask Area: 46271 pixels^2
Frame 1357, Class: erc_90, Conf: 0.98, Mask Area: 46225 pixels^2
Frame 1358, Class: erc_90, Conf: 0.98, Mask Area: 46171 pixels^2
Frame 1359, Class: erc_90, Conf: 0.98, Mask Area: 46261 pixels^2
Frame 1360, Class: erc_90, Conf: 0.98, Mask Area: 46092 pixels^2
Frame 1361, Class: erc_90, Conf: 0.98, Mask Area: 46364 pixels^2
Frame 1362, Class: erc_90, Conf: 0.98, Mask Area: 46395 pixels^2
Frame 1363, Class: erc_90, Conf: 0.98, Mask Area: 46209 pixels^2
Frame 1364, Class: erc_90, Conf: 0.98, Mask Area: 46248 pixels^2
Frame 1365, Class: erc_90, Conf: 0.99, Mask Area: 46139 pixels^2
Frame 1366, Class: erc_90, Conf: 0.99, Mask Area: 45967 pixels^2
Frame 1367, Class: erc_90, Conf: 0.99, Mask Area: 45891 pixels^2
Frame 1368, Class: erc_90, Conf: 0.98, Mask Area: 46133 pixels^2
Frame 1369, Class: erc_90, Conf: 0.98, Mask Area: 46114 pixels^2
Frame 1370, Class: erc_90, Conf: 0.98, Mask Area: 46372 pixels^2
Frame 1371, Class: erc_90, Conf: 0.98, Mask Area: 46044 pixels^2
Frame 1372, Class: erc_90, Conf: 0.98, Mask Area: 46064 pixels^2
Frame 1373, Class: erc_90, Conf: 0.98, Mask Area: 46311 pixels^2
Frame 1374, Class: erc_90, Conf: 0.98, Mask Area: 46379 pixels^2
Frame 1375, Class: erc_90, Conf: 0.98, Mask Area: 46131 pixels^2
Frame 1376, Class: erc_90, Conf: 0.98, Mask Area: 46224 pixels^2
Frame 1377, Class: erc_90, Conf: 0.98, Mask Area: 46046 pixels^2
Frame 1378, Class: erc_90, Conf: 0.98, Mask Area: 45994 pixels^2
Frame 1379, Class: erc_90, Conf: 0.98, Mask Area: 46000 pixels^2
Frame 1380, Class: erc_90, Conf: 0.99, Mask Area: 46233 pixels^2
Frame 1381, Class: erc_90, Conf: 0.98, Mask Area: 46177 pixels^2
Frame 1382, Class: erc_90, Conf: 0.98, Mask Area: 46062 pixels^2
Frame 1383, Class: erc_90, Conf: 0.98, Mask Area: 46074 pixels^2
Frame 1384, Class: erc_90, Conf: 0.98, Mask Area: 46007 pixels^2
Frame 1385, Class: erc_90, Conf: 0.98, Mask Area: 46297 pixels^2
Frame 1386, Class: erc_90, Conf: 0.98, Mask Area: 46190 pixels^2
Frame 1387, Class: erc_90, Conf: 0.98, Mask Area: 45813 pixels^2
Frame 1388, Class: erc_90, Conf: 0.98, Mask Area: 45596 pixels^2
Frame 1389, Class: erc_90, Conf: 0.98, Mask Area: 45629 pixels^2
Frame 1390, Class: erc_90, Conf: 0.98, Mask Area: 45614 pixels^2
Frame 1391, Class: erc_90, Conf: 0.98, Mask Area: 45859 pixels^2
Frame 1392, Class: erc_90, Conf: 0.98, Mask Area: 45770 pixels^2
Frame 1393, Class: erc_90, Conf: 0.98, Mask Area: 45732 pixels^2
Frame 1394, Class: erc_90, Conf: 0.98, Mask Area: 45723 pixels^2
